5	10	30
5	18	30
5	2	30
5	12	30
5	8	30
5	8	30
5	6	30
5	18	30
5	8	30
5	6	30
5	18	30
5	12	30
5	12	30
5	2	30
5	18	30
5	0	8
5	2	30
5	18	30
5	14	30
5	12	30
5	6	30
5	16	30
5	12	30
5	0	30
5	10	30
5	2	30
5	18	30
5	12	30
5	12	30
5	4	30
5	6	30
5	14	30
5	8	30
5	12	30
5	16	30
5	10	30
5	0	30
5	16	30
5	18	30
5	14	30
5	16	30
5	10	30
5	4	6
5	10	30
5	16	30
5	12	30
5	14	30
5	16	30
5	10	30
5	12	30
5	16	30
5	8	30
5	14	30
5	12	30
5	16	30
5	10	30
5	18	30
5	14	30
5	12	30
5	16	30
5	12	30
5	12	30
5	10	30
5	18	30
5	12	30
5	8	12
5	14	30
5	10	30
5	18	30
5	12	30
5	12	30
5	16	30
5	18	30
5	12	30
5	0	2
5	18	30
5	2	30
5	16	30
5	10	30
5	12	30
5	4	30
5	16	30
5	10	30
5	12	30
5	4	30
5	14	30
5	14	30
5	6	30
5	14	30
5	6	30
5	14	30
5	10	30
5	14	30
5	12	30
5	14	30
5	6	30
5	14	30
5	14	30
5	4	30
5	16	30
5	8	30
5	12	30
5	2	30
5	16	30
5	6	30
5	16	30
5	8	30
5	14	30
5	4	30
5	6	30
5	14	30
5	16	30
5	8	30
5	14	30
5	6	30
5	14	30
5	10	30
5	12	30
5	14	30
5	10	30
5	4	30
5	8	30
5	14	30
5	10	30
5	14	30
5	8	30
5	4	30
5	16	30
5	4	30
5	14	30
5	4	30
5	10	30
5	8	30
5	14	30
5	6	30
5	12	30
5	6	30
5	10	30
5	14	30
5	6	30
5	16	30
5	8	30
5	12	30
5	4	30
5	6	30
5	0	12
5	16	30
5	8	30
5	10	30
5	14	30
5	10	30
5	12	30
5	6	30
5	16	30
5	10	30
5	12	30
5	6	30
5	14	30
5	6	30
5	4	30
5	16	30
5	10	30
5	6	30
5	14	30
5	8	30
5	14	30
5	0	30
5	16	30
5	10	30
5	2	30
5	16	30
5	6	30
5	14	30
5	16	30
5	8	30
5	2	30
5	16	30
5	12	30
5	4	18
5	6	30
5	14	30
5	8	30
5	14	30
5	16	30
5	6	30
5	4	30
5	16	30
5	10	30
5	14	30
5	8	30
5	6	8
5	16	30
5	10	30
5	12	30
5	4	30
5	10	30
5	4	30
5	16	30
5	10	30
5	6	30
5	10	30
5	6	30
5	16	30
5	8	30
5	8	30
5	14	30
5	10	30
5	2	8
5	6	30
5	14	30
5	10	30
5	14	30
5	4	30
5	16	30
5	8	30
5	2	30
5	16	30
5	12	30
5	4	30
5	16	30
5	10	30
5	12	30
5	6	30
5	16	30
5	10	30
5	14	30
5	8	30
5	10	30
5	8	30
5	14	30
5	10	30
5	6	30
5	12	30
5	8	30
5	18	30
5	12	30
5	10	30
5	14	30
5	12	30
5	18	30
5	14	30
5	12	30
5	14	30
5	12	30
5	14	30
5	16	30
5	14	30
5	20	30
5	14	30
5	16	30
5	20	30
5	10	30
5	10	30
5	18	30
5	10	30
5	8	30
5	14	30
5	0	6
5	6	30
5	18	30
5	16	30
5	10	30
5	4	30
5	14	30
5	10	30
5	8	30
5	18	30
5	12	30
5	8	30
5	18	30
5	14	30
5	8	30
5	18	30
5	10	30
5	18	30
5	12	30
5	10	30
5	12	30
5	8	30
5	12	30
5	20	30
5	16	30
5	16	30
5	20	30
5	14	30
5	20	30
5	18	30
5	8	30
5	20	30
5	14	30
5	20	30
5	18	30
5	8	30
5	18	30
5	20	30
5	18	30
5	18	30
5	20	30
5	4	30
5	22	30
5	20	30
5	18	30
5	18	30
5	2	30
5	20	30
5	6	30
5	22	30
5	16	30
5	2	30
5	8	30
5	16	30
5	6	30
5	12	30
5	12	30
5	8	30
5	20	30
5	8	30
5	18	30
5	22	30
5	6	30
5	18	30
5	10	30
5	22	30
5	4	30
5	16	30
5	12	30
5	2	30
5	18	30
5	10	30
5	4	30
5	18	30
5	12	30
5	12	30
5	18	30
5	10	30
5	2	30
5	18	30
5	4	30
5	18	30
5	14	30
5	4	30
5	8	30
5	18	30
5	16	30
5	4	30
5	10	30
5	20	30
5	14	30
5	4	30
5	12	30
5	20	30
5	16	30
5	2	30
5	12	30
5	20	30
5	16	30
5	0	30
5	20	30
5	18	30
5	4	30
5	12	30
5	20	30
5	18	30
5	2	30
5	20	30
5	18	30
5	6	30
5	20	30
5	18	30
5	2	30
5	12	30
5	20	30
5	18	30
5	12	30
5	20	30
5	4	30
5	14	30
5	16	30
5	6	30
5	12	30
5	20	30
5	18	30
5	6	30
5	14	30
5	20	30
5	16	30
5	6	30
5	14	30
5	20	30
5	18	30
5	6	30
5	20	30
5	4	30
5	8	30
5	20	30
5	18	30
5	6	30
5	8	30
5	20	30
5	16	30
5	8	30
5	8	30
5	20	30
5	16	30
5	8	30
5	4	30
5	18	30
5	18	30
5	8	30
5	6	30
5	18	30
5	12	30
5	6	30
5	18	30
5	10	30
5	10	30
5	18	30
5	14	30
5	6	30
5	6	30
5	18	30
5	16	30
5	10	30
5	4	30
5	18	30
5	14	30
5	8	30
5	6	30
5	18	30
5	10	30
5	2	30
5	18	30
5	0	30
5	16	30
5	10	30
5	4	30
5	18	30
5	12	30
5	4	30
5	18	30
5	14	30
5	12	30
5	4	30
5	16	30
5	12	30
5	4	30
5	18	30
5	14	30
5	10	30
5	0	30
5	16	30
5	16	30
5	12	30
5	4	30
5	18	30
5	12	30
5	12	30
5	0	30
5	18	30
5	10	30
5	6	30
5	16	30
5	14	30
5	6	30
5	10	30
5	18	30
5	16	30
5	2	30
5	10	30
5	18	30
5	16	30
5	8	30
5	20	30
5	16	30
5	0	30
5	12	30
5	20	30
5	6	30
5	20	30
5	16	30
5	6	30
5	20	30
5	18	30
5	6	30
5	14	30
5	20	30
